# Time, Reward, Input, RodPos, RodVel, ActPos, ActVel
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.005944634413949282e-03,0.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00
1.000000000000000021e-02,-2.793903440636867630e-03,1.000000000000000000e+01,-2.857387758352828745e-03,-8.514431239388794981e-02,5.000000000000000104e-03,1.000000000000000056e-01
2.000000000000000042e-02,-2.930270199200869351e-03,1.000000000000000000e+01,-4.131970213551890148e-03,-1.274582455199061437e-01,7.000000000000000146e-03,2.000000000000000111e-01
2.999999999999999889e-02,-3.047089001970502541e-03,1.000000000000000000e+01,-5.200443856643960534e-03,-1.068473643092070491e-01,8.000000000000000167e-03,3.000000000000000444e-01
4.000000000000000083e-02,-2.991183699523606698e-03,0.000000000000000000e+00,-4.691715090346238251e-03,5.087287662977227343e-02,8.000000000000000167e-03,3.000000000000000444e-01
5.000000000000000278e-02,-2.795938552518067739e-03,0.000000000000000000e+00,-2.876635223112175219e-03,1.815079867234063171e-01,8.000000000000000167e-03,3.000000000000000444e-01
5.999999999999999778e-02,-2.566550461523186329e-03,0.000000000000000000e+00,-6.611336383542218594e-04,2.215501584757953168e-01,8.000000000000000167e-03,3.000000000000000444e-01
7.000000000000000666e-02,-2.414178832581632874e-03,0.000000000000000000e+00,8.657061454870090995e-04,1.526839783841230924e-01,8.000000000000000167e-03,3.000000000000000444e-01
8.000000000000000167e-02,-2.360837868977779235e-03,0.000000000000000000e+00,1.411545929328239957e-03,5.458397838412308578e-02,8.000000000000000167e-03,3.000000000000000444e-01
8.999999999999999667e-02,-2.403314757743934584e-03,0.000000000000000000e+00,9.763857131694707141e-04,-4.351602161587692086e-02,8.000000000000000167e-03,3.000000000000000444e-01
1.000000000000000056e-01,-2.544170851912409652e-03,0.000000000000000000e+00,-4.397745029892986303e-04,-1.416160216158769414e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.100000000000000006e-01,-2.766976468029120218e-03,0.000000000000000000e+00,-2.602057640639118211e-03,-2.162283137649819720e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.199999999999999956e-01,-2.963993576957000241e-03,0.000000000000000000e+00,-4.442571366137729703e-03,-1.840513725498611752e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.300000000000000044e-01,-3.032233459204802285e-03,0.000000000000000000e+00,-5.065719455980975845e-03,-6.231480898432464888e-02,8.000000000000000167e-03,3.000000000000000444e-01
1.400000000000000133e-01,-2.935882026749896904e-03,0.000000000000000000e+00,-4.183780107610586899e-03,8.819393483703885650e-02,8.000000000000000167e-03,3.000000000000000444e-01
1.499999999999999944e-01,-2.729969840008868946e-03,0.000000000000000000e+00,-2.249113293996372887e-03,1.934666813614213665e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.600000000000000033e-01,-2.522308012934924848e-03,0.000000000000000000e+00,-2.225846899074380991e-04,2.026528604088934926e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.700000000000000122e-01,-2.410470792270954198e-03,0.000000000000000000e+00,9.034543753742888764e-04,1.126039065281726897e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.799999999999999933e-01,-2.396249994429497550e-03,0.000000000000000000e+00,1.048493440656015751e-03,1.450390652817268311e-02,8.000000000000000167e-03,3.000000000000000444e-01
1.900000000000000022e-01,-2.478791919472306173e-03,0.000000000000000000e+00,2.125325059377425243e-04,-8.359609347182732353e-02,8.000000000000000167e-03,3.000000000000000444e-01
